"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"-0.2937","Weak","Negative","Negative_Weak","interacts with","","","ASV756_Mesorhizobium (interacts with) ASV106_Mesorhizobium","","0.004","false","interacts with","ASV756_Mesorhizobium (interacts with) ASV106_Mesorhizobium","",""
"-0.4706","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV74_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV74_ANPR","",""
"0.3939","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV733_unknown","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV733_unknown","",""
"-0.4058","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV72_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV72_ANPR","",""
"-0.3142","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV68_Mesorhizobium","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV68_Mesorhizobium","",""
"-0.4392","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV67_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV67_Mesorhizobium","",""
"0.4729","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV66_Mesorhizobium","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV66_Mesorhizobium","",""
"-0.4286","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV64_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV64_Mesorhizobium","",""
"0.4814","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV63_unknown","","0.0054","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV63_unknown","",""
"-0.3017","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV61_ANPR","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV61_ANPR","",""
"0.3136","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV6_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV6_Mesorhizobium","",""
"0.5227","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV59_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV59_ANPR","",""
"0.2944","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV569_unknown","","0.009","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV569_unknown","",""
"0.4969","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV55_ANPR","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV55_ANPR","",""
"0.5251","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV53_ANPR","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV53_ANPR","",""
"0.5125","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV51_Mesorhizobium","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV51_Mesorhizobium","",""
"0.5052","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV50_ANPR","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV50_ANPR","",""
"-0.4274","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV49_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV49_ANPR","",""
"-0.4263","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV41_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV41_unknown","",""
"-0.4165","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV39_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV39_unknown","",""
"-0.4404","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV37_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV37_unknown","",""
"0.5099","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV36_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV36_Mesorhizobium","",""
"0.4737","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV348_unknown","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV348_unknown","",""
"-0.4513","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV34_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV34_ANPR","",""
"-0.4324","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV33_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV33_ANPR","",""
"0.5556","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV32_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV32_ANPR","",""
"-0.4447","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV31_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV31_Mesorhizobium","",""
"-0.4229","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV3_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV3_ANPR","",""
"0.3964","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV292_Mesorhizobium","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV292_Mesorhizobium","",""
"0.47","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV281_Mesorhizobium","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV281_Mesorhizobium","",""
"-0.4282","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV27_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV27_unknown","",""
"-0.3093","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV261_ANPR","","0.004","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV261_ANPR","",""
"0.4851","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV26_Mesorhizobium","","0.0014","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV26_Mesorhizobium","",""
"0.4682","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV254_ANPR","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV254_ANPR","",""
"0.4439","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV247_Mesorhizobium","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV247_Mesorhizobium","",""
"0.5009","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV22_Mesorhizobium","","0.005","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV22_Mesorhizobium","",""
"-0.4215","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV21_ANPR","",""
"-0.3722","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV202_unknown","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV202_unknown","",""
"0.3206","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV197_Mesorhizobium","","0.01","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV197_Mesorhizobium","",""
"0.4764","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV185_unknown","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV185_unknown","",""
"-0.4339","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV18_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV18_ANPR","",""
"-0.3824","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV178_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV178_unknown","",""
"-0.3037","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV176_unknown","","0.007","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV176_unknown","",""
"0.4659","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV170_Mesorhizobium","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV170_Mesorhizobium","",""
"0.5328","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV17_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV17_ANPR","",""
"0.4888","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV160_Mesorhizobium","","5.0E-4","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV160_Mesorhizobium","",""
"0.5062","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV158_Mesorhizobium","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV158_Mesorhizobium","",""
"-0.3057","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV157_unknown","","0.003","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV157_unknown","",""
"0.4359","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV1431_unknown","","0.0014","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV1431_unknown","",""
"0.4062","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV1430_unknown","","0.0014","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV1430_unknown","",""
"0.4934","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV142_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV142_unknown","",""
"0.3922","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV1395_unknown","","5.0E-4","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV1395_unknown","",""
"-0.3595","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV139_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV139_ANPR","",""
"-0.3611","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV126_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV126_unknown","",""
"0.4063","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV1257_unknown","","5.0E-4","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV1257_unknown","",""
"-0.3959","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV124_Mesorhizobium","",""
"0.4826","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV121_Mesorhizobium","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV121_Mesorhizobium","",""
"0.4904","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV120_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV120_ANPR","",""
"-0.4183","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV12_Mesorhizobium","",""
"0.3537","Weak","Positive","Positive_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV1191_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV1191_unknown","",""
"-0.3686","Weak","Negative","Negative_Weak","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV118_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV118_Mesorhizobium","",""
"0.4644","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV117_ANPR","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV117_ANPR","",""
"-0.4123","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV11_unknown","",""
"0.5235","Strong","Positive","Positive_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV109_Mesorhizobium","","0.002","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV109_Mesorhizobium","",""
"-0.4253","Strong","Negative","Negative_Strong","interacts with","","","ASV748_Mesorhizobium (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV748_Mesorhizobium (interacts with) ASV106_Mesorhizobium","",""
"-0.3314","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV68_Mesorhizobium","","0.002","false","interacts with","ASV747_unknown (interacts with) ASV68_Mesorhizobium","",""
"0.4505","Strong","Positive","Positive_Strong","interacts with","","","ASV747_unknown (interacts with) ASV667_unknown","","0.0014","false","interacts with","ASV747_unknown (interacts with) ASV667_unknown","",""
"-0.2787","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV60_Mesorhizobium","","0.004","false","interacts with","ASV747_unknown (interacts with) ASV60_Mesorhizobium","",""
"0.2125","Weak","Positive","Positive_Weak","interacts with","","","ASV747_unknown (interacts with) ASV6_Mesorhizobium","","0.01","false","interacts with","ASV747_unknown (interacts with) ASV6_Mesorhizobium","",""
"0.4599","Strong","Positive","Positive_Strong","interacts with","","","ASV747_unknown (interacts with) ASV581_unknown","","5.0E-4","false","interacts with","ASV747_unknown (interacts with) ASV581_unknown","",""
"-0.2693","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV49_ANPR","","0.009","false","interacts with","ASV747_unknown (interacts with) ASV49_ANPR","",""
"-0.2293","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV41_unknown","","0.01","false","interacts with","ASV747_unknown (interacts with) ASV41_unknown","",""
"0.4002","Strong","Positive","Positive_Strong","interacts with","","","ASV747_unknown (interacts with) ASV382_Mesorhizobium","","0.001","false","interacts with","ASV747_unknown (interacts with) ASV382_Mesorhizobium","",""
"-0.256","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV37_unknown","","0.006","false","interacts with","ASV747_unknown (interacts with) ASV37_unknown","",""
"-0.2819","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV3_ANPR","","0.008","false","interacts with","ASV747_unknown (interacts with) ASV3_ANPR","",""
"-0.2524","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV27_unknown","","0.01","false","interacts with","ASV747_unknown (interacts with) ASV27_unknown","",""
"-0.2758","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV18_ANPR","","0.005","false","interacts with","ASV747_unknown (interacts with) ASV18_ANPR","",""
"0.4277","Strong","Positive","Positive_Strong","interacts with","","","ASV747_unknown (interacts with) ASV165_Herbaspirillum","","0.003","false","interacts with","ASV747_unknown (interacts with) ASV165_Herbaspirillum","",""
"-0.3335","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV15_Mesorhizobium","","0.001","false","interacts with","ASV747_unknown (interacts with) ASV15_Mesorhizobium","",""
"-0.2948","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV139_ANPR","","0.003","false","interacts with","ASV747_unknown (interacts with) ASV139_ANPR","",""
"-0.2432","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV126_unknown","","0.009","false","interacts with","ASV747_unknown (interacts with) ASV126_unknown","",""
"0.2907","Weak","Positive","Positive_Weak","interacts with","","","ASV747_unknown (interacts with) ASV112_Mesorhizobium","","0.008","false","interacts with","ASV747_unknown (interacts with) ASV112_Mesorhizobium","",""
"-0.2637","Weak","Negative","Negative_Weak","interacts with","","","ASV747_unknown (interacts with) ASV106_Mesorhizobium","","0.006","false","interacts with","ASV747_unknown (interacts with) ASV106_Mesorhizobium","",""
"-0.3587","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV72_ANPR","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV72_ANPR","",""
"-0.3067","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV71_unknown","","0.01","false","interacts with","ASV733_unknown (interacts with) ASV71_unknown","",""
"-0.3452","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV68_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV68_Mesorhizobium","",""
"-0.3849","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV67_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV67_Mesorhizobium","",""
"0.4889","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV66_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV66_Mesorhizobium","",""
"-0.4422","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV64_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV64_Mesorhizobium","",""
"0.5039","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV63_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV63_unknown","",""
"-0.4603","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV61_ANPR","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV61_ANPR","",""
"0.2754","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV6_Mesorhizobium","","0.006","false","interacts with","ASV733_unknown (interacts with) ASV6_Mesorhizobium","",""
"0.4673","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV59_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV59_ANPR","",""
"0.4361","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV569_unknown","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV569_unknown","",""
"0.4851","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV55_ANPR","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV55_ANPR","",""
"0.485","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV53_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV53_ANPR","",""
"0.4942","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV51_Mesorhizobium","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV51_Mesorhizobium","",""
"0.4795","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV50_ANPR","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV50_ANPR","",""
"-0.3848","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV49_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV49_ANPR","",""
"-0.431","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV41_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV41_unknown","",""
"-0.4191","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV39_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV39_unknown","",""
"-0.4202","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV37_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV37_unknown","",""
"0.4531","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV36_Mesorhizobium","","0.005","false","interacts with","ASV733_unknown (interacts with) ASV36_Mesorhizobium","",""
"0.3857","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV348_unknown","","0.006","false","interacts with","ASV733_unknown (interacts with) ASV348_unknown","",""
"-0.4331","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV34_ANPR","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV34_ANPR","",""
"-0.4069","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV33_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV33_ANPR","",""
"0.4791","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV32_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV32_ANPR","",""
"-0.39","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV31_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV31_Mesorhizobium","",""
"-0.3961","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV3_ANPR","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV3_ANPR","",""
"0.3622","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV292_Mesorhizobium","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV292_Mesorhizobium","",""
"0.4391","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV281_Mesorhizobium","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV281_Mesorhizobium","",""
"-0.4114","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV27_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV27_unknown","",""
"-0.3154","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV261_ANPR","","0.007","false","interacts with","ASV733_unknown (interacts with) ASV261_ANPR","",""
"0.464","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV26_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV26_Mesorhizobium","",""
"0.4133","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV254_ANPR","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV254_ANPR","",""
"0.4292","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV247_Mesorhizobium","","0.004","false","interacts with","ASV733_unknown (interacts with) ASV247_Mesorhizobium","",""
"0.4825","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV22_Mesorhizobium","","0.004","false","interacts with","ASV733_unknown (interacts with) ASV22_Mesorhizobium","",""
"-0.4272","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV21_ANPR","",""
"-0.3802","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV202_unknown","","0.004","false","interacts with","ASV733_unknown (interacts with) ASV202_unknown","",""
"0.4687","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV185_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV185_unknown","",""
"-0.4043","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV18_ANPR","",""
"-0.3041","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV178_unknown","","0.006","false","interacts with","ASV733_unknown (interacts with) ASV178_unknown","",""
"-0.3119","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV176_unknown","","0.005","false","interacts with","ASV733_unknown (interacts with) ASV176_unknown","",""
"0.4413","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV170_Mesorhizobium","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV170_Mesorhizobium","",""
"0.5365","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV17_ANPR","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV17_ANPR","",""
"0.4629","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV160_Mesorhizobium","","0.004","false","interacts with","ASV733_unknown (interacts with) ASV160_Mesorhizobium","",""
"0.4814","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV158_Mesorhizobium","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV158_Mesorhizobium","",""
"-0.4197","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV157_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV157_unknown","",""
"0.4043","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV1464_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV1464_unknown","",""
"0.3501","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV1431_unknown","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV1431_unknown","",""
"0.3813","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV1430_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV1430_unknown","",""
"0.4583","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV142_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV142_unknown","",""
"0.3373","Weak","Positive","Positive_Weak","interacts with","","","ASV733_unknown (interacts with) ASV1395_unknown","","0.003","false","interacts with","ASV733_unknown (interacts with) ASV1395_unknown","",""
"-0.3275","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV139_ANPR","","0.005","false","interacts with","ASV733_unknown (interacts with) ASV139_ANPR","",""
"-0.3758","Weak","Negative","Negative_Weak","interacts with","","","ASV733_unknown (interacts with) ASV126_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV126_unknown","",""
"0.4251","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV1257_unknown","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV1257_unknown","",""
"-0.4178","Strong","Negative","Negative_Strong","interacts with","","","ASV733_unknown (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV733_unknown (interacts with) ASV124_Mesorhizobium","",""
"0.4415","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV121_Mesorhizobium","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV121_Mesorhizobium","",""
"0.4627","Strong","Positive","Positive_Strong","interacts with","","","ASV733_unknown (interacts with) ASV120_ANPR","","0.002","false","interacts with","ASV733_unknown (interacts with) ASV120_ANPR","",""
