"Cor","CorRange","CorrB","CorrStrong","interaction","n1","n2","name","name2","Pvalue","selected","shared interaction","shared name","v1","v2"
"-0.406","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV307_unknown","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV307_unknown","",""
"0.7167","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV3_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV3_ANPR","",""
"-0.442","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV292_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV292_Mesorhizobium","",""
"-0.4489","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV281_Mesorhizobium","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV281_Mesorhizobium","",""
"-0.3917","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV274_Mesorhizobium","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV274_Mesorhizobium","",""
"0.7785","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV27_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV27_unknown","",""
"0.7408","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV261_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV261_ANPR","",""
"-0.4288","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV26_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV26_Mesorhizobium","",""
"-0.5019","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV254_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV254_ANPR","",""
"-0.3632","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV250_Mesorhizobium","","0.005","false","interacts with","ASV89_ANPR (interacts with) ASV250_Mesorhizobium","",""
"-0.4646","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV247_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV247_Mesorhizobium","",""
"-0.4001","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV244_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV244_ANPR","",""
"-0.3014","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV231_Mesorhizobium","","0.006","false","interacts with","ASV89_ANPR (interacts with) ASV231_Mesorhizobium","",""
"-0.5141","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV22_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV22_Mesorhizobium","",""
"-0.3321","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV217_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV217_Mesorhizobium","",""
"0.8024","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV21_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV21_ANPR","",""
"0.5279","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV202_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV202_unknown","",""
"-0.5058","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV197_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV197_Mesorhizobium","",""
"-0.3897","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV188_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV188_Mesorhizobium","",""
"-0.4702","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV185_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV185_unknown","",""
"0.8039","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV18_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV18_ANPR","",""
"0.8009","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV178_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV178_unknown","",""
"0.769","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV176_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV176_unknown","",""
"-0.4509","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV170_Mesorhizobium","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV170_Mesorhizobium","",""
"-0.4842","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV17_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV17_ANPR","",""
"-0.3726","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV166_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV166_Mesorhizobium","",""
"0.6679","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV162_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV162_ANPR","",""
"-0.4379","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV161_Mesorhizobium","","0.003","false","interacts with","ASV89_ANPR (interacts with) ASV161_Mesorhizobium","",""
"-0.4468","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV160_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV160_Mesorhizobium","",""
"-0.5232","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV158_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV158_Mesorhizobium","",""
"0.5269","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV154_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV154_ANPR","",""
"0.584","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV15_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV15_Mesorhizobium","",""
"-0.4013","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1464_unknown","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV1464_unknown","",""
"-0.4096","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV146_unknown","","0.005","false","interacts with","ASV89_ANPR (interacts with) ASV146_unknown","",""
"-0.3978","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV145_unknown","","0.005","false","interacts with","ASV89_ANPR (interacts with) ASV145_unknown","",""
"-0.3675","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV144_ANPR","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV144_ANPR","",""
"-0.4761","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1431_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV1431_unknown","",""
"-0.4324","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1430_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV1430_unknown","",""
"-0.4628","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV142_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV142_unknown","",""
"-0.422","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1395_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV1395_unknown","",""
"0.7817","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV139_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV139_ANPR","",""
"-0.4013","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV135_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV135_unknown","",""
"0.4829","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV133_ANPR","","0.003","false","interacts with","ASV89_ANPR (interacts with) ASV133_ANPR","",""
"0.8047","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV126_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV126_unknown","",""
"-0.4188","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1257_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV1257_unknown","",""
"-0.3272","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV125_unknown","","0.004","false","interacts with","ASV89_ANPR (interacts with) ASV125_unknown","",""
"0.5818","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV124_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV124_Mesorhizobium","",""
"-0.465","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV121_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV121_Mesorhizobium","",""
"-0.4422","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV120_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV120_ANPR","",""
"0.7858","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV12_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV12_Mesorhizobium","",""
"-0.3665","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV1191_unknown","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV1191_unknown","",""
"0.4463","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV118_Mesorhizobium","","0.006","false","interacts with","ASV89_ANPR (interacts with) ASV118_Mesorhizobium","",""
"-0.4747","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV117_ANPR","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV117_ANPR","",""
"-0.5348","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV111_Mesorhizobium","","0.003","false","interacts with","ASV89_ANPR (interacts with) ASV111_Mesorhizobium","",""
"-0.3655","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV110_ANPR","","0.004","false","interacts with","ASV89_ANPR (interacts with) ASV110_ANPR","",""
"0.7966","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV11_unknown","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV11_unknown","",""
"-0.4473","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV109_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV109_Mesorhizobium","",""
"-0.331","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV108_Mesorhizobium","","0.002","false","interacts with","ASV89_ANPR (interacts with) ASV108_Mesorhizobium","",""
"0.8435","Strong","Positive","Positive_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV106_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV106_Mesorhizobium","",""
"-0.372","Weak","Negative","Negative_Weak","interacts with","","","ASV89_ANPR (interacts with) ASV104_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV104_Mesorhizobium","",""
"-0.6505","Strong","Negative","Negative_Strong","interacts with","","","ASV89_ANPR (interacts with) ASV1_Mesorhizobium","","0.001","false","interacts with","ASV89_ANPR (interacts with) ASV1_Mesorhizobium","",""
"0.4541","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV81_Mesorhizobium","","0.004","false","interacts with","ASV82_ANPR (interacts with) ASV81_Mesorhizobium","",""
"0.6476","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV80_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV80_ANPR","",""
"0.5972","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV8_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV8_Mesorhizobium","",""
"0.8345","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV78_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV78_ANPR","",""
"0.5386","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV76_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV76_Mesorhizobium","",""
"-0.3138","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV756_Mesorhizobium","","0.003","false","interacts with","ASV82_ANPR (interacts with) ASV756_Mesorhizobium","",""
"0.8309","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV75_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV75_ANPR","",""
"-0.3909","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV748_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV748_Mesorhizobium","",""
"0.667","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV74_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV74_ANPR","",""
"-0.3761","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV733_unknown","","0.002","false","interacts with","ASV82_ANPR (interacts with) ASV733_unknown","",""
"0.8369","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV72_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV72_ANPR","",""
"-0.3444","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV717_Pseudomonas","","0.002","false","interacts with","ASV82_ANPR (interacts with) ASV717_Pseudomonas","",""
"0.7604","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV68_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV68_Mesorhizobium","",""
"0.4843","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV67_Mesorhizobium","","0.004","false","interacts with","ASV82_ANPR (interacts with) ASV67_Mesorhizobium","",""
"-0.4772","Strong","Negative","Negative_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV66_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV66_Mesorhizobium","",""
"0.4961","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV64_Mesorhizobium","","0.003","false","interacts with","ASV82_ANPR (interacts with) ASV64_Mesorhizobium","",""
"-0.4859","Strong","Negative","Negative_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV63_unknown","","0.002","false","interacts with","ASV82_ANPR (interacts with) ASV63_unknown","",""
"-0.3853","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV626_Azorhizophilus","","0.002","false","interacts with","ASV82_ANPR (interacts with) ASV626_Azorhizophilus","",""
"0.7343","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV61_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV61_ANPR","",""
"0.5335","Strong","Positive","Positive_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV60_Mesorhizobium","","0.004","false","interacts with","ASV82_ANPR (interacts with) ASV60_Mesorhizobium","",""
"-0.6127","Strong","Negative","Negative_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV6_Mesorhizobium","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV6_Mesorhizobium","",""
"-0.4954","Strong","Negative","Negative_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV59_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV59_ANPR","",""
"-0.3492","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV58_ANPR","","0.003","false","interacts with","ASV82_ANPR (interacts with) ASV58_ANPR","",""
"-0.3699","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV57_Pseudomonas","","0.007","false","interacts with","ASV82_ANPR (interacts with) ASV57_Pseudomonas","",""
"-0.3361","Weak","Negative","Negative_Weak","interacts with","","","ASV82_ANPR (interacts with) ASV56_ANPR","","0.003","false","interacts with","ASV82_ANPR (interacts with) ASV56_ANPR","",""
"-0.4787","Strong","Negative","Negative_Strong","interacts with","","","ASV82_ANPR (interacts with) ASV55_ANPR","","0.001","false","interacts with","ASV82_ANPR (interacts with) ASV55_ANPR","",""
