Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV84_Mesorhizobium	ASV37_unknown	0.001	-0.5017	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV37_unknown	0.001	-0.515	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV37_unknown	0.003	-0.4228	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV37_unknown	0.002	-0.3874	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV37_unknown	0.001	0.7883	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV37_unknown	0.001	0.9303	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV37_unknown	0.001	-0.484	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV37_unknown	0.001	-0.4152	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV37_unknown	0.001	0.814	Positive	Strong	Positive_Strong
ASV954_unknown	ASV37_unknown	0.003	-0.3391	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV37_unknown	0.001	-0.5103	Negative	Strong	Negative_Strong
ASV98_unknown	ASV37_unknown	0.001	-0.4214	Negative	Strong	Negative_Strong
ASV386_unknown	ASV375_unknown	0.001	0.6367	Positive	Strong	Positive_Strong
ASV39_unknown	ASV375_unknown	0.001	-0.4148	Negative	Strong	Negative_Strong
ASV392_unknown	ASV375_unknown	0.001	0.6052	Positive	Strong	Positive_Strong
ASV396_unknown	ASV375_unknown	0.001	0.6315	Positive	Strong	Positive_Strong
ASV4_Mesorhizobium	ASV375_unknown	0.003	0.3885	Positive	Weak	Positive_Weak
ASV41_unknown	ASV375_unknown	0.008	-0.3414	Negative	Weak	Negative_Weak
ASV421_unknown	ASV375_unknown	0.001	0.6385	Positive	Strong	Positive_Strong
ASV426_unknown	ASV375_unknown	0.001	0.5006	Positive	Strong	Positive_Strong
ASV458_unknown	ASV375_unknown	0.001	0.496	Positive	Strong	Positive_Strong
ASV47_Mesorhizobium	ASV375_unknown	0.005	0.3638	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV375_unknown	0.002	0.5234	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV375_unknown	0.003	-0.4354	Negative	Strong	Negative_Strong
ASV498_unknown	ASV375_unknown	0.001	0.572	Positive	Strong	Positive_Strong
ASV57_Pseudomonas	ASV375_unknown	0.002	0.5521	Positive	Strong	Positive_Strong
ASV591_unknown	ASV375_unknown	0.001	0.5898	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV375_unknown	0.001	0.3922	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV375_unknown	0.001	-0.4333	Negative	Strong	Negative_Strong
ASV626_Azorhizophilus	ASV375_unknown	0.001	0.6281	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV375_unknown	0.007	-0.3484	Negative	Weak	Negative_Weak
ASV67_Mesorhizobium	ASV375_unknown	0.007	-0.3493	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV375_unknown	0.001	-0.4571	Negative	Strong	Negative_Strong
ASV717_Pseudomonas	ASV375_unknown	0.001	0.5958	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV375_unknown	0.001	-0.4241	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV375_unknown	0.008	-0.3517	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV375_unknown	0.004	-0.4129	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV375_unknown	0.006	-0.3328	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV375_unknown	0.003	-0.3997	Negative	Weak	Negative_Weak
ASV8_Mesorhizobium	ASV375_unknown	0.001	-0.464	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV375_unknown	0.004	-0.3766	Negative	Weak	Negative_Weak
ASV81_Mesorhizobium	ASV375_unknown	0.009	-0.3419	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV375_unknown	0.007	-0.3789	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV375_unknown	0.006	0.3791	Positive	Weak	Positive_Weak
ASV879_Mesorhizobium	ASV375_unknown	0.001	0.4733	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV375_unknown	0.002	-0.4017	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV375_unknown	0.002	-0.4071	Negative	Strong	Negative_Strong
ASV581_unknown	ASV382_Mesorhizobium	0.002	0.4207	Positive	Strong	Positive_Strong
ASV667_unknown	ASV382_Mesorhizobium	0.001	0.4486	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV382_Mesorhizobium	0.003	-0.3362	Negative	Weak	Negative_Weak
ASV747_unknown	ASV382_Mesorhizobium	0.001	0.4002	Positive	Strong	Positive_Strong
ASV954_unknown	ASV382_Mesorhizobium	0.002	0.3973	Positive	Weak	Positive_Weak
ASV39_unknown	ASV386_unknown	0.002	-0.3969	Negative	Weak	Negative_Weak
ASV392_unknown	ASV386_unknown	0.001	0.6028	Positive	Strong	Positive_Strong
ASV396_unknown	ASV386_unknown	0.001	0.6111	Positive	Strong	Positive_Strong
ASV4_Mesorhizobium	ASV386_unknown	0.003	0.3786	Positive	Weak	Positive_Weak
ASV421_unknown	ASV386_unknown	0.001	0.636	Positive	Strong	Positive_Strong
ASV426_unknown	ASV386_unknown	0.001	0.4894	Positive	Strong	Positive_Strong
ASV458_unknown	ASV386_unknown	0.001	0.4904	Positive	Strong	Positive_Strong
ASV47_Mesorhizobium	ASV386_unknown	0.008	0.3615	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV386_unknown	0.001	0.5635	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV386_unknown	0.003	-0.398	Negative	Weak	Negative_Weak
ASV498_unknown	ASV386_unknown	0.001	0.6022	Positive	Strong	Positive_Strong
ASV57_Pseudomonas	ASV386_unknown	0.003	0.5812	Positive	Strong	Positive_Strong
ASV591_unknown	ASV386_unknown	0.001	0.5782	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV386_unknown	0.001	0.362	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV386_unknown	0.002	-0.4209	Negative	Strong	Negative_Strong
ASV626_Azorhizophilus	ASV386_unknown	0.001	0.6267	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV386_unknown	0.002	-0.3808	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV386_unknown	0.002	-0.4421	Negative	Strong	Negative_Strong
ASV717_Pseudomonas	ASV386_unknown	0.001	0.6015	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV386_unknown	0.004	-0.4026	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV386_unknown	0.003	-0.4035	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV386_unknown	0.001	-0.4032	Negative	Strong	Negative_Strong
ASV8_Mesorhizobium	ASV386_unknown	0.002	-0.4722	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV386_unknown	0.007	-0.327	Negative	Weak	Negative_Weak
ASV81_Mesorhizobium	ASV386_unknown	0.002	-0.3573	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV386_unknown	0.002	-0.3887	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV386_unknown	0.003	0.4086	Positive	Strong	Positive_Strong
ASV879_Mesorhizobium	ASV386_unknown	0.001	0.4861	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV386_unknown	0.008	-0.3748	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV386_unknown	0.005	-0.3817	Negative	Weak	Negative_Weak
ASV392_unknown	ASV39_unknown	0.003	-0.394	Negative	Weak	Negative_Weak
ASV396_unknown	ASV39_unknown	0.002	-0.3784	Negative	Weak	Negative_Weak
ASV41_unknown	ASV39_unknown	0.001	0.7969	Positive	Strong	Positive_Strong
ASV421_unknown	ASV39_unknown	0.001	-0.4334	Negative	Strong	Negative_Strong
ASV426_unknown	ASV39_unknown	0.001	-0.4258	Negative	Strong	Negative_Strong
ASV43_unknown	ASV39_unknown	0.003	-0.3627	Negative	Weak	Negative_Weak
ASV458_unknown	ASV39_unknown	0.001	-0.3943	Negative	Weak	Negative_Weak
ASV47_Mesorhizobium	ASV39_unknown	0.002	-0.5637	Negative	Strong	Negative_Strong
ASV48_Pseudomonas	ASV39_unknown	0.006	-0.3787	Negative	Weak	Negative_Weak
ASV49_ANPR	ASV39_unknown	0.001	0.8046	Positive	Strong	Positive_Strong
ASV498_unknown	ASV39_unknown	0.003	-0.3972	Negative	Weak	Negative_Weak
ASV50_ANPR	ASV39_unknown	0.001	-0.4777	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV39_unknown	0.001	-0.5146	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV39_unknown	0.001	-0.4911	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV39_unknown	0.001	-0.507	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV39_unknown	0.001	-0.3782	Negative	Weak	Negative_Weak
ASV569_unknown	ASV39_unknown	0.004	-0.3443	Negative	Weak	Negative_Weak
ASV57_Pseudomonas	ASV39_unknown	0.005	-0.3855	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV39_unknown	0.001	-0.3979	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV39_unknown	0.001	-0.5148	Negative	Strong	Negative_Strong
ASV591_unknown	ASV39_unknown	0.004	-0.3571	Negative	Weak	Negative_Weak
ASV6_Mesorhizobium	ASV39_unknown	0.001	-0.6367	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV39_unknown	0.001	0.5588	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV39_unknown	0.001	0.7762	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV39_unknown	0.001	-0.4174	Negative	Strong	Negative_Strong
ASV63_unknown	ASV39_unknown	0.001	-0.4659	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV39_unknown	0.001	0.62	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV39_unknown	0.001	-0.4917	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV39_unknown	0.001	0.6222	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV39_unknown	0.001	0.8495	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV39_unknown	0.001	-0.3243	Negative	Weak	Negative_Weak
ASV717_Pseudomonas	ASV39_unknown	0.002	-0.3874	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV39_unknown	0.001	0.8357	Positive	Strong	Positive_Strong
ASV733_unknown	ASV39_unknown	0.001	-0.4191	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV39_unknown	0.001	0.7896	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV39_unknown	0.001	-0.4165	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV39_unknown	0.001	0.8694	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV39_unknown	0.002	-0.3108	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV39_unknown	0.001	0.6645	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV39_unknown	0.001	0.87	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV39_unknown	0.001	0.7296	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV39_unknown	0.001	0.7724	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV39_unknown	0.002	0.5767	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV39_unknown	0.001	0.8342	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV39_unknown	0.001	-0.5196	Negative	Strong	Negative_Strong
ASV869_ANPR	ASV39_unknown	0.001	-0.5245	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV39_unknown	0.003	-0.4548	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV39_unknown	0.001	-0.4204	Negative	Strong	Negative_Strong
ASV89_ANPR	ASV39_unknown	0.001	0.8595	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV39_unknown	0.001	0.8858	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV39_unknown	0.001	-0.4732	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV39_unknown	0.003	-0.3673	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV39_unknown	0.001	0.8568	Positive	Strong	Positive_Strong
ASV954_unknown	ASV39_unknown	0.007	-0.3233	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV39_unknown	0.001	-0.5052	Negative	Strong	Negative_Strong
ASV98_unknown	ASV39_unknown	0.003	-0.3892	Negative	Weak	Negative_Weak
ASV41_unknown	ASV391_Duganella	0.007	-0.2918	Negative	Weak	Negative_Weak
ASV519_Methylovorus	ASV391_Duganella	0.002	0.4744	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV391_Duganella	0.001	-0.3597	Negative	Weak	Negative_Weak
ASV70_Caulobacter	ASV391_Duganella	5e-04	0.4535	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV391_Duganella	0.007	-0.287	Negative	Weak	Negative_Weak
ASV836_Rhizobacter	ASV391_Duganella	5e-04	0.4335	Positive	Strong	Positive_Strong
ASV396_unknown	ASV392_unknown	0.001	0.6352	Positive	Strong	Positive_Strong
ASV4_Mesorhizobium	ASV392_unknown	0.008	0.3726	Positive	Weak	Positive_Weak
ASV421_unknown	ASV392_unknown	0.001	0.622	Positive	Strong	Positive_Strong
ASV426_unknown	ASV392_unknown	0.001	0.4525	Positive	Strong	Positive_Strong
ASV458_unknown	ASV392_unknown	0.003	0.43	Positive	Strong	Positive_Strong
ASV47_Mesorhizobium	ASV392_unknown	0.002	0.374	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV392_unknown	0.002	0.5275	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV392_unknown	0.002	-0.3924	Negative	Weak	Negative_Weak
ASV498_unknown	ASV392_unknown	0.001	0.5987	Positive	Strong	Positive_Strong
ASV57_Pseudomonas	ASV392_unknown	0.002	0.5558	Positive	Strong	Positive_Strong
ASV591_unknown	ASV392_unknown	0.001	0.5558	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV392_unknown	0.003	0.3674	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV392_unknown	0.002	-0.4243	Negative	Strong	Negative_Strong
ASV626_Azorhizophilus	ASV392_unknown	0.001	0.5996	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV392_unknown	0.002	-0.4157	Negative	Strong	Negative_Strong
ASV717_Pseudomonas	ASV392_unknown	0.001	0.6044	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV392_unknown	0.007	-0.3871	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV392_unknown	0.001	-0.4049	Negative	Strong	Negative_Strong
ASV8_Mesorhizobium	ASV392_unknown	0.001	-0.4409	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV392_unknown	0.007	-0.3456	Negative	Weak	Negative_Weak
ASV81_Mesorhizobium	ASV392_unknown	0.001	-0.3528	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV392_unknown	0.008	-0.3548	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV392_unknown	0.001	0.408	Positive	Strong	Positive_Strong
ASV879_Mesorhizobium	ASV392_unknown	0.002	0.4476	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV392_unknown	0.005	-0.3941	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV392_unknown	0.006	-0.3653	Negative	Weak	Negative_Weak
ASV4_Mesorhizobium	ASV396_unknown	0.003	0.3752	Positive	Weak	Positive_Weak
ASV421_unknown	ASV396_unknown	0.001	0.6315	Positive	Strong	Positive_Strong
ASV426_unknown	ASV396_unknown	0.001	0.4695	Positive	Strong	Positive_Strong
ASV458_unknown	ASV396_unknown	0.001	0.4871	Positive	Strong	Positive_Strong
ASV47_Mesorhizobium	ASV396_unknown	0.007	0.3791	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV396_unknown	0.001	0.5238	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV396_unknown	0.003	-0.3915	Negative	Weak	Negative_Weak
ASV498_unknown	ASV396_unknown	0.001	0.5647	Positive	Strong	Positive_Strong
ASV57_Pseudomonas	ASV396_unknown	0.002	0.5438	Positive	Strong	Positive_Strong
ASV591_unknown	ASV396_unknown	0.001	0.5937	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV396_unknown	0.006	0.3543	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV396_unknown	0.006	-0.3799	Negative	Weak	Negative_Weak
ASV626_Azorhizophilus	ASV396_unknown	0.001	0.6197	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV396_unknown	0.009	-0.3323	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV396_unknown	0.001	-0.4431	Negative	Strong	Negative_Strong
ASV717_Pseudomonas	ASV396_unknown	0.001	0.6082	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV396_unknown	0.003	-0.396	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV396_unknown	0.003	-0.3836	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV396_unknown	0.002	-0.3689	Negative	Weak	Negative_Weak
ASV8_Mesorhizobium	ASV396_unknown	0.002	-0.4316	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV396_unknown	0.005	-0.3607	Negative	Weak	Negative_Weak
ASV87_Mesorhizobium	ASV396_unknown	0.008	0.3965	Positive	Weak	Positive_Weak
ASV879_Mesorhizobium	ASV396_unknown	0.001	0.4827	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV396_unknown	0.001	-0.3951	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV396_unknown	0.004	-0.3874	Negative	Weak	Negative_Weak
ASV421_unknown	ASV4_Mesorhizobium	0.002	0.3708	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV4_Mesorhizobium	0.003	0.4011	Positive	Strong	Positive_Strong
ASV498_unknown	ASV4_Mesorhizobium	0.005	0.3694	Positive	Weak	Positive_Weak
ASV57_Pseudomonas	ASV4_Mesorhizobium	0.007	0.3768	Positive	Weak	Positive_Weak
ASV591_unknown	ASV4_Mesorhizobium	0.001	0.3988	Positive	Weak	Positive_Weak
ASV626_Azorhizophilus	ASV4_Mesorhizobium	0.004	0.3585	Positive	Weak	Positive_Weak
ASV717_Pseudomonas	ASV4_Mesorhizobium	0.003	0.3607	Positive	Weak	Positive_Weak
ASV852_Mesorhizobium	ASV4_Mesorhizobium	0.01	-0.3303	Negative	Weak	Negative_Weak
ASV523_unknown	ASV401_Caulobacter	0.002	0.4103	Positive	Strong	Positive_Strong
ASV560_unknown	ASV401_Caulobacter	0.003	0.4421	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV401_Caulobacter	0.009	0.254	Positive	Weak	Positive_Weak
ASV632_unknown	ASV401_Caulobacter	0.0014	0.4654	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV401_Caulobacter	0.001	0.4463	Positive	Strong	Positive_Strong
ASV77_Caulobacter	ASV401_Caulobacter	0.008	0.4541	Positive	Strong	Positive_Strong
ASV853_Caulobacter	ASV401_Caulobacter	0.001	0.4781	Positive	Strong	Positive_Strong
ASV421_unknown	ASV41_unknown	0.006	-0.3506	Negative	Weak	Negative_Weak
ASV426_unknown	ASV41_unknown	0.001	-0.4272	Negative	Strong	Negative_Strong
ASV43_unknown	ASV41_unknown	0.002	-0.3752	Negative	Weak	Negative_Weak
ASV458_unknown	ASV41_unknown	0.001	-0.4328	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV41_unknown	0.001	0.6883	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV41_unknown	0.001	-0.4856	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV41_unknown	0.001	-0.5187	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV41_unknown	0.001	-0.4905	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV41_unknown	0.001	-0.5356	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV41_unknown	0.003	-0.3763	Negative	Weak	Negative_Weak
ASV569_unknown	ASV41_unknown	0.001	-0.4049	Negative	Strong	Negative_Strong
ASV58_ANPR	ASV41_unknown	0.002	-0.3935	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV41_unknown	0.001	-0.5038	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV41_unknown	0.001	-0.6233	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV41_unknown	0.001	0.644	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV41_unknown	0.002	0.6465	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV41_unknown	0.007	-0.3682	Negative	Weak	Negative_Weak
ASV63_unknown	ASV41_unknown	0.001	-0.486	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV41_unknown	0.001	0.7366	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV41_unknown	0.001	-0.5209	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV41_unknown	0.001	0.8013	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV41_unknown	0.001	0.7604	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV41_unknown	0.003	-0.3373	Negative	Weak	Negative_Weak
ASV71_unknown	ASV41_unknown	0.002	0.5583	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV41_unknown	0.001	0.674	Positive	Strong	Positive_Strong
ASV733_unknown	ASV41_unknown	0.001	-0.431	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV41_unknown	0.001	0.8839	Positive	Strong	Positive_Strong
ASV747_unknown	ASV41_unknown	0.01	-0.2293	Negative	Weak	Negative_Weak
ASV748_Mesorhizobium	ASV41_unknown	0.001	-0.4263	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV41_unknown	0.001	0.7273	Positive	Strong	Positive_Strong
ASV756_Mesorhizobium	ASV41_unknown	0.005	-0.3154	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV41_unknown	0.001	0.8469	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV41_unknown	0.001	0.7272	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV41_unknown	0.001	0.7606	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV41_unknown	0.001	0.8759	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV41_unknown	0.001	0.7057	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV41_unknown	0.001	0.6665	Positive	Strong	Positive_Strong
ASV836_Rhizobacter	ASV41_unknown	0.01	-0.2744	Negative	Weak	Negative_Weak
ASV84_Mesorhizobium	ASV41_unknown	0.002	-0.5076	Negative	Strong	Negative_Strong
ASV853_Caulobacter	ASV41_unknown	0.007	-0.3049	Negative	Weak	Negative_Weak
ASV869_ANPR	ASV41_unknown	0.001	-0.5154	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV41_unknown	0.003	-0.4262	Negative	Strong	Negative_Strong
ASV879_Mesorhizobium	ASV41_unknown	0.001	-0.3871	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV41_unknown	0.001	0.7194	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV41_unknown	0.001	0.8842	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV41_unknown	0.001	-0.5166	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV41_unknown	0.001	-0.4152	Negative	Strong	Negative_Strong
ASV95_ANPR	ASV41_unknown	0.001	0.7286	Positive	Strong	Positive_Strong
ASV954_unknown	ASV41_unknown	0.006	-0.3209	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV41_unknown	0.001	-0.4955	Negative	Strong	Negative_Strong
ASV98_unknown	ASV41_unknown	0.001	-0.4257	Negative	Strong	Negative_Strong
ASV426_unknown	ASV421_unknown	0.001	0.5245	Positive	Strong	Positive_Strong
ASV458_unknown	ASV421_unknown	0.001	0.4818	Positive	Strong	Positive_Strong
ASV47_Mesorhizobium	ASV421_unknown	0.002	0.3826	Positive	Weak	Positive_Weak
ASV48_Pseudomonas	ASV421_unknown	0.001	0.5486	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV421_unknown	0.002	-0.409	Negative	Strong	Negative_Strong
ASV498_unknown	ASV421_unknown	0.001	0.5775	Positive	Strong	Positive_Strong
ASV57_Pseudomonas	ASV421_unknown	0.001	0.561	Positive	Strong	Positive_Strong
ASV591_unknown	ASV421_unknown	0.001	0.5588	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV421_unknown	0.003	0.3918	Positive	Weak	Positive_Weak
ASV61_ANPR	ASV421_unknown	0.001	-0.4384	Negative	Strong	Negative_Strong
ASV626_Azorhizophilus	ASV421_unknown	0.001	0.6117	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV421_unknown	0.003	-0.3682	Negative	Weak	Negative_Weak
ASV67_Mesorhizobium	ASV421_unknown	0.009	-0.35	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV421_unknown	0.001	-0.5055	Negative	Strong	Negative_Strong
ASV717_Pseudomonas	ASV421_unknown	0.001	0.6196	Positive	Strong	Positive_Strong
