Node1	Node2	Pvalue	Cor	CorrB	CorRange	CorrStrong
ASV9_ANPR	ASV120_ANPR	0.001	-0.4961	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV120_ANPR	0.001	0.5351	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV120_ANPR	0.001	-0.4731	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV120_ANPR	0.002	0.6486	Positive	Strong	Positive_Strong
ASV124_Mesorhizobium	ASV121_Mesorhizobium	0.001	-0.483	Negative	Strong	Negative_Strong
ASV1257_unknown	ASV121_Mesorhizobium	0.003	0.4282	Positive	Strong	Positive_Strong
ASV126_unknown	ASV121_Mesorhizobium	0.001	-0.4663	Negative	Strong	Negative_Strong
ASV139_ANPR	ASV121_Mesorhizobium	0.001	-0.459	Negative	Strong	Negative_Strong
ASV1395_unknown	ASV121_Mesorhizobium	0.001	0.4578	Positive	Strong	Positive_Strong
ASV142_unknown	ASV121_Mesorhizobium	0.001	0.6432	Positive	Strong	Positive_Strong
ASV1430_unknown	ASV121_Mesorhizobium	0.001	0.4392	Positive	Strong	Positive_Strong
ASV1431_unknown	ASV121_Mesorhizobium	0.001	0.4717	Positive	Strong	Positive_Strong
ASV1464_unknown	ASV121_Mesorhizobium	0.009	0.339	Positive	Weak	Positive_Weak
ASV157_unknown	ASV121_Mesorhizobium	0.002	-0.366	Negative	Weak	Negative_Weak
ASV158_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.641	Positive	Strong	Positive_Strong
ASV160_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.5607	Positive	Strong	Positive_Strong
ASV162_ANPR	ASV121_Mesorhizobium	0.006	-0.3526	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV121_Mesorhizobium	0.003	0.6906	Positive	Strong	Positive_Strong
ASV170_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6086	Positive	Strong	Positive_Strong
ASV176_unknown	ASV121_Mesorhizobium	0.005	-0.3726	Negative	Weak	Negative_Weak
ASV178_unknown	ASV121_Mesorhizobium	0.001	-0.4102	Negative	Strong	Negative_Strong
ASV18_ANPR	ASV121_Mesorhizobium	0.001	-0.5037	Negative	Strong	Negative_Strong
ASV185_unknown	ASV121_Mesorhizobium	0.001	0.6492	Positive	Strong	Positive_Strong
ASV202_unknown	ASV121_Mesorhizobium	0.002	-0.4312	Negative	Strong	Negative_Strong
ASV21_ANPR	ASV121_Mesorhizobium	0.001	-0.507	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6712	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV121_Mesorhizobium	0.002	0.6132	Positive	Strong	Positive_Strong
ASV254_ANPR	ASV121_Mesorhizobium	0.001	0.6032	Positive	Strong	Positive_Strong
ASV26_Mesorhizobium	ASV121_Mesorhizobium	0.005	0.5461	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV121_Mesorhizobium	0.001	-0.3748	Negative	Weak	Negative_Weak
ASV27_unknown	ASV121_Mesorhizobium	0.001	-0.4966	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.5784	Positive	Strong	Positive_Strong
ASV292_Mesorhizobium	ASV121_Mesorhizobium	0.002	0.4181	Positive	Strong	Positive_Strong
ASV3_ANPR	ASV121_Mesorhizobium	0.001	-0.5203	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV121_Mesorhizobium	0.001	-0.4947	Negative	Strong	Negative_Strong
ASV32_ANPR	ASV121_Mesorhizobium	0.001	0.6981	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV121_Mesorhizobium	0.001	-0.5118	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV121_Mesorhizobium	0.001	-0.5383	Negative	Strong	Negative_Strong
ASV348_unknown	ASV121_Mesorhizobium	0.002	0.6053	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6889	Positive	Strong	Positive_Strong
ASV37_unknown	ASV121_Mesorhizobium	0.001	-0.5125	Negative	Strong	Negative_Strong
ASV39_unknown	ASV121_Mesorhizobium	0.001	-0.5147	Negative	Strong	Negative_Strong
ASV41_unknown	ASV121_Mesorhizobium	0.001	-0.5341	Negative	Strong	Negative_Strong
ASV49_ANPR	ASV121_Mesorhizobium	0.001	-0.531	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV121_Mesorhizobium	0.001	0.6691	Positive	Strong	Positive_Strong
ASV51_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6667	Positive	Strong	Positive_Strong
ASV53_ANPR	ASV121_Mesorhizobium	0.001	0.6931	Positive	Strong	Positive_Strong
ASV55_ANPR	ASV121_Mesorhizobium	0.001	0.6754	Positive	Strong	Positive_Strong
ASV569_unknown	ASV121_Mesorhizobium	0.003	0.3904	Positive	Weak	Positive_Weak
ASV59_ANPR	ASV121_Mesorhizobium	0.001	0.6679	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.3728	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV121_Mesorhizobium	0.009	-0.3164	Negative	Weak	Negative_Weak
ASV61_ANPR	ASV121_Mesorhizobium	0.004	-0.3879	Negative	Weak	Negative_Weak
ASV63_unknown	ASV121_Mesorhizobium	0.001	0.5847	Positive	Strong	Positive_Strong
ASV64_Mesorhizobium	ASV121_Mesorhizobium	0.001	-0.475	Negative	Strong	Negative_Strong
ASV66_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6622	Positive	Strong	Positive_Strong
ASV67_Mesorhizobium	ASV121_Mesorhizobium	0.002	-0.4732	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV121_Mesorhizobium	0.001	-0.4174	Negative	Strong	Negative_Strong
ASV72_ANPR	ASV121_Mesorhizobium	0.001	-0.4405	Negative	Strong	Negative_Strong
ASV733_unknown	ASV121_Mesorhizobium	0.002	0.4415	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV121_Mesorhizobium	0.001	-0.5052	Negative	Strong	Negative_Strong
ASV748_Mesorhizobium	ASV121_Mesorhizobium	0.002	0.4826	Positive	Strong	Positive_Strong
ASV75_ANPR	ASV121_Mesorhizobium	0.001	-0.5057	Negative	Strong	Negative_Strong
ASV76_Mesorhizobium	ASV121_Mesorhizobium	0.001	-0.4764	Negative	Strong	Negative_Strong
ASV78_ANPR	ASV121_Mesorhizobium	0.001	-0.4624	Negative	Strong	Negative_Strong
ASV80_ANPR	ASV121_Mesorhizobium	0.001	-0.4996	Negative	Strong	Negative_Strong
ASV81_Mesorhizobium	ASV121_Mesorhizobium	0.002	-0.4435	Negative	Strong	Negative_Strong
ASV82_ANPR	ASV121_Mesorhizobium	0.001	-0.4931	Negative	Strong	Negative_Strong
ASV84_Mesorhizobium	ASV121_Mesorhizobium	0.001	0.6369	Positive	Strong	Positive_Strong
ASV869_ANPR	ASV121_Mesorhizobium	0.001	0.559	Positive	Strong	Positive_Strong
ASV89_ANPR	ASV121_Mesorhizobium	0.001	-0.465	Negative	Strong	Negative_Strong
ASV9_ANPR	ASV121_Mesorhizobium	0.001	-0.5142	Negative	Strong	Negative_Strong
ASV920_ANPR	ASV121_Mesorhizobium	0.001	0.5455	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV121_Mesorhizobium	0.001	-0.5118	Negative	Strong	Negative_Strong
ASV97_ANPR	ASV121_Mesorhizobium	0.001	0.6564	Positive	Strong	Positive_Strong
ASV1464_unknown	ASV1223_Mesorhizobium	0.007	-0.2494	Negative	Weak	Negative_Weak
ASV71_unknown	ASV1223_Mesorhizobium	0.007	0.357	Positive	Weak	Positive_Weak
ASV124_Mesorhizobium	ASV1224_Duganella	0.007	-0.2876	Negative	Weak	Negative_Weak
ASV1447_Rugamonas	ASV1224_Duganella	5e-04	0.3958	Positive	Weak	Positive_Weak
ASV15_Mesorhizobium	ASV1224_Duganella	0.003	-0.3234	Negative	Weak	Negative_Weak
ASV156_Duganella	ASV1224_Duganella	0.003	0.402	Positive	Strong	Positive_Strong
ASV157_unknown	ASV1224_Duganella	0.002	-0.3679	Negative	Weak	Negative_Weak
ASV176_unknown	ASV1224_Duganella	0.01	-0.2492	Negative	Weak	Negative_Weak
ASV2_Mesorhizobium	ASV1224_Duganella	0.003	0.276	Positive	Weak	Positive_Weak
ASV202_unknown	ASV1224_Duganella	0.007	-0.2672	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV1224_Duganella	0.002	-0.2703	Negative	Weak	Negative_Weak
ASV229_Achromobacter	ASV1224_Duganella	5e-04	0.4157	Positive	Strong	Positive_Strong
ASV234_Achromobacter	ASV1224_Duganella	5e-04	0.471	Positive	Strong	Positive_Strong
ASV249_Duganella	ASV1224_Duganella	0.003	0.4317	Positive	Strong	Positive_Strong
ASV27_unknown	ASV1224_Duganella	0.009	-0.2642	Negative	Weak	Negative_Weak
ASV315_Duganella	ASV1224_Duganella	0.001	0.4499	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV1224_Duganella	0.008	-0.264	Negative	Weak	Negative_Weak
ASV39_unknown	ASV1224_Duganella	0.005	-0.2652	Negative	Weak	Negative_Weak
ASV391_Duganella	ASV1224_Duganella	5e-04	0.4619	Positive	Strong	Positive_Strong
ASV41_unknown	ASV1224_Duganella	0.003	-0.3036	Negative	Weak	Negative_Weak
ASV519_Methylovorus	ASV1224_Duganella	0.004	0.3916	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV1224_Duganella	0.003	-0.293	Negative	Weak	Negative_Weak
ASV61_ANPR	ASV1224_Duganella	0.001	-0.3973	Negative	Weak	Negative_Weak
ASV68_Mesorhizobium	ASV1224_Duganella	0.005	-0.2764	Negative	Weak	Negative_Weak
ASV70_Caulobacter	ASV1224_Duganella	5e-04	0.4113	Positive	Strong	Positive_Strong
ASV74_ANPR	ASV1224_Duganella	0.006	-0.2819	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV1224_Duganella	0.007	-0.3047	Negative	Weak	Negative_Weak
ASV8_Mesorhizobium	ASV1224_Duganella	0.003	-0.3128	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV1224_Duganella	0.001	-0.3384	Negative	Weak	Negative_Weak
ASV836_Rhizobacter	ASV1224_Duganella	5e-04	0.4223	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV1224_Duganella	0.008	-0.2757	Negative	Weak	Negative_Weak
ASV125_unknown	ASV124_Mesorhizobium	0.004	-0.3276	Negative	Weak	Negative_Weak
ASV1257_unknown	ASV124_Mesorhizobium	0.001	-0.4609	Negative	Strong	Negative_Strong
ASV1258_ANPR	ASV124_Mesorhizobium	0.001	-0.3686	Negative	Weak	Negative_Weak
ASV126_unknown	ASV124_Mesorhizobium	0.001	0.5297	Positive	Strong	Positive_Strong
ASV135_unknown	ASV124_Mesorhizobium	0.001	-0.3735	Negative	Weak	Negative_Weak
ASV139_ANPR	ASV124_Mesorhizobium	0.005	0.4499	Positive	Strong	Positive_Strong
ASV1395_unknown	ASV124_Mesorhizobium	0.001	-0.436	Negative	Strong	Negative_Strong
ASV142_unknown	ASV124_Mesorhizobium	0.001	-0.4828	Negative	Strong	Negative_Strong
ASV1430_unknown	ASV124_Mesorhizobium	0.001	-0.4467	Negative	Strong	Negative_Strong
ASV1431_unknown	ASV124_Mesorhizobium	0.001	-0.4415	Negative	Strong	Negative_Strong
ASV144_ANPR	ASV124_Mesorhizobium	0.002	-0.36	Negative	Weak	Negative_Weak
ASV1464_unknown	ASV124_Mesorhizobium	0.002	-0.3858	Negative	Weak	Negative_Weak
ASV15_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.6094	Positive	Strong	Positive_Strong
ASV157_unknown	ASV124_Mesorhizobium	0.001	0.5674	Positive	Strong	Positive_Strong
ASV158_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4876	Negative	Strong	Negative_Strong
ASV160_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4303	Negative	Strong	Negative_Strong
ASV162_ANPR	ASV124_Mesorhizobium	0.01	0.3998	Positive	Weak	Positive_Weak
ASV166_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.3291	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV124_Mesorhizobium	0.001	-0.461	Negative	Strong	Negative_Strong
ASV170_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4733	Negative	Strong	Negative_Strong
ASV176_unknown	ASV124_Mesorhizobium	0.003	0.4817	Positive	Strong	Positive_Strong
ASV178_unknown	ASV124_Mesorhizobium	0.004	0.4731	Positive	Strong	Positive_Strong
ASV18_ANPR	ASV124_Mesorhizobium	0.001	0.7206	Positive	Strong	Positive_Strong
ASV185_unknown	ASV124_Mesorhizobium	0.001	-0.4774	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.3515	Negative	Weak	Negative_Weak
ASV202_unknown	ASV124_Mesorhizobium	0.001	0.7462	Positive	Strong	Positive_Strong
ASV21_ANPR	ASV124_Mesorhizobium	0.001	0.7417	Positive	Strong	Positive_Strong
ASV215_Mesorhizobium	ASV124_Mesorhizobium	0.007	0.4091	Positive	Strong	Positive_Strong
ASV217_Mesorhizobium	ASV124_Mesorhizobium	0.002	-0.3509	Negative	Weak	Negative_Weak
ASV22_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4784	Negative	Strong	Negative_Strong
ASV231_Mesorhizobium	ASV124_Mesorhizobium	0.002	-0.3399	Negative	Weak	Negative_Weak
ASV244_ANPR	ASV124_Mesorhizobium	0.005	-0.3548	Negative	Weak	Negative_Weak
ASV247_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4633	Negative	Strong	Negative_Strong
ASV250_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.3398	Negative	Weak	Negative_Weak
ASV254_ANPR	ASV124_Mesorhizobium	0.001	-0.4462	Negative	Strong	Negative_Strong
ASV26_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4196	Negative	Strong	Negative_Strong
ASV27_unknown	ASV124_Mesorhizobium	0.001	0.7612	Positive	Strong	Positive_Strong
ASV281_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4976	Negative	Strong	Negative_Strong
ASV292_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4456	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV124_Mesorhizobium	0.002	0.563	Positive	Strong	Positive_Strong
ASV31_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.7589	Positive	Strong	Positive_Strong
ASV32_ANPR	ASV124_Mesorhizobium	0.001	-0.4725	Negative	Strong	Negative_Strong
ASV33_ANPR	ASV124_Mesorhizobium	0.001	0.7559	Positive	Strong	Positive_Strong
ASV336_Mesorhizobium	ASV124_Mesorhizobium	0.002	-0.3077	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV124_Mesorhizobium	0.001	0.7527	Positive	Strong	Positive_Strong
ASV348_unknown	ASV124_Mesorhizobium	0.002	-0.4671	Negative	Strong	Negative_Strong
ASV36_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4575	Negative	Strong	Negative_Strong
ASV37_unknown	ASV124_Mesorhizobium	0.001	0.7612	Positive	Strong	Positive_Strong
ASV39_unknown	ASV124_Mesorhizobium	0.001	0.6516	Positive	Strong	Positive_Strong
ASV41_unknown	ASV124_Mesorhizobium	0.001	0.8252	Positive	Strong	Positive_Strong
ASV426_unknown	ASV124_Mesorhizobium	0.001	-0.369	Negative	Weak	Negative_Weak
ASV43_unknown	ASV124_Mesorhizobium	0.009	-0.3097	Negative	Weak	Negative_Weak
ASV458_unknown	ASV124_Mesorhizobium	0.001	-0.3961	Negative	Weak	Negative_Weak
ASV49_ANPR	ASV124_Mesorhizobium	0.002	0.5468	Positive	Strong	Positive_Strong
ASV50_ANPR	ASV124_Mesorhizobium	0.001	-0.4158	Negative	Strong	Negative_Strong
ASV51_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4882	Negative	Strong	Negative_Strong
ASV53_ANPR	ASV124_Mesorhizobium	0.001	-0.4717	Negative	Strong	Negative_Strong
ASV55_ANPR	ASV124_Mesorhizobium	0.001	-0.4856	Negative	Strong	Negative_Strong
ASV56_ANPR	ASV124_Mesorhizobium	0.007	-0.3061	Negative	Weak	Negative_Weak
ASV569_unknown	ASV124_Mesorhizobium	0.004	-0.3462	Negative	Weak	Negative_Weak
ASV58_ANPR	ASV124_Mesorhizobium	0.005	-0.3145	Negative	Weak	Negative_Weak
ASV59_ANPR	ASV124_Mesorhizobium	0.001	-0.4479	Negative	Strong	Negative_Strong
ASV6_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.5585	Negative	Strong	Negative_Strong
ASV60_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.5814	Positive	Strong	Positive_Strong
ASV61_ANPR	ASV124_Mesorhizobium	0.001	0.565	Positive	Strong	Positive_Strong
ASV626_Azorhizophilus	ASV124_Mesorhizobium	0.008	-0.3469	Negative	Weak	Negative_Weak
ASV63_unknown	ASV124_Mesorhizobium	0.001	-0.4327	Negative	Strong	Negative_Strong
ASV64_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.6965	Positive	Strong	Positive_Strong
ASV66_Mesorhizobium	ASV124_Mesorhizobium	0.002	-0.4784	Negative	Strong	Negative_Strong
ASV67_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.7752	Positive	Strong	Positive_Strong
ASV68_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.6489	Positive	Strong	Positive_Strong
ASV70_Caulobacter	ASV124_Mesorhizobium	0.004	-0.3318	Negative	Weak	Negative_Weak
ASV71_unknown	ASV124_Mesorhizobium	0.001	0.5705	Positive	Strong	Positive_Strong
ASV72_ANPR	ASV124_Mesorhizobium	0.001	0.5429	Positive	Strong	Positive_Strong
ASV733_unknown	ASV124_Mesorhizobium	0.001	-0.4178	Negative	Strong	Negative_Strong
ASV74_ANPR	ASV124_Mesorhizobium	0.001	0.7935	Positive	Strong	Positive_Strong
ASV748_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.3959	Negative	Weak	Negative_Weak
ASV75_ANPR	ASV124_Mesorhizobium	0.001	0.5744	Positive	Strong	Positive_Strong
ASV76_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.8203	Positive	Strong	Positive_Strong
ASV78_ANPR	ASV124_Mesorhizobium	0.001	0.5845	Positive	Strong	Positive_Strong
ASV8_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.6367	Positive	Strong	Positive_Strong
ASV80_ANPR	ASV124_Mesorhizobium	0.001	0.8038	Positive	Strong	Positive_Strong
ASV81_Mesorhizobium	ASV124_Mesorhizobium	0.001	0.6974	Positive	Strong	Positive_Strong
ASV82_ANPR	ASV124_Mesorhizobium	0.002	0.5348	Positive	Strong	Positive_Strong
ASV84_Mesorhizobium	ASV124_Mesorhizobium	0.001	-0.4606	Negative	Strong	Negative_Strong
ASV853_Caulobacter	ASV124_Mesorhizobium	0.01	-0.2737	Negative	Weak	Negative_Weak
ASV869_ANPR	ASV124_Mesorhizobium	0.001	-0.4773	Negative	Strong	Negative_Strong
ASV87_Mesorhizobium	ASV124_Mesorhizobium	0.01	-0.3615	Negative	Weak	Negative_Weak
ASV879_Mesorhizobium	ASV124_Mesorhizobium	0.006	-0.3291	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV124_Mesorhizobium	0.001	0.5818	Positive	Strong	Positive_Strong
ASV9_ANPR	ASV124_Mesorhizobium	0.001	0.7533	Positive	Strong	Positive_Strong
ASV920_ANPR	ASV124_Mesorhizobium	0.001	-0.4449	Negative	Strong	Negative_Strong
ASV93_ANPR	ASV124_Mesorhizobium	0.001	-0.3396	Negative	Weak	Negative_Weak
ASV95_ANPR	ASV124_Mesorhizobium	0.001	0.5773	Positive	Strong	Positive_Strong
ASV954_unknown	ASV124_Mesorhizobium	0.008	-0.2759	Negative	Weak	Negative_Weak
ASV97_ANPR	ASV124_Mesorhizobium	0.001	-0.4759	Negative	Strong	Negative_Strong
ASV98_unknown	ASV124_Mesorhizobium	0.001	-0.3927	Negative	Weak	Negative_Weak
ASV126_unknown	ASV125_unknown	0.002	-0.3445	Negative	Weak	Negative_Weak
ASV135_unknown	ASV125_unknown	5e-04	0.5393	Positive	Strong	Positive_Strong
ASV139_ANPR	ASV125_unknown	0.002	-0.3141	Negative	Weak	Negative_Weak
ASV144_ANPR	ASV125_unknown	5e-04	0.5578	Positive	Strong	Positive_Strong
ASV166_Mesorhizobium	ASV125_unknown	5e-04	0.5832	Positive	Strong	Positive_Strong
ASV18_ANPR	ASV125_unknown	0.001	-0.4017	Negative	Strong	Negative_Strong
ASV188_Mesorhizobium	ASV125_unknown	5e-04	0.5481	Positive	Strong	Positive_Strong
ASV202_unknown	ASV125_unknown	0.01	-0.2698	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV125_unknown	0.003	-0.3665	Negative	Weak	Negative_Weak
ASV217_Mesorhizobium	ASV125_unknown	5e-04	0.5523	Positive	Strong	Positive_Strong
ASV231_Mesorhizobium	ASV125_unknown	5e-04	0.5275	Positive	Strong	Positive_Strong
ASV244_ANPR	ASV125_unknown	5e-04	0.5455	Positive	Strong	Positive_Strong
ASV250_Mesorhizobium	ASV125_unknown	5e-04	0.5579	Positive	Strong	Positive_Strong
ASV27_unknown	ASV125_unknown	0.001	-0.4334	Negative	Strong	Negative_Strong
ASV3_ANPR	ASV125_unknown	0.002	-0.3775	Negative	Weak	Negative_Weak
ASV31_Mesorhizobium	ASV125_unknown	0.001	-0.3895	Negative	Weak	Negative_Weak
ASV33_ANPR	ASV125_unknown	0.002	-0.3792	Negative	Weak	Negative_Weak
ASV34_ANPR	ASV125_unknown	0.001	-0.3931	Negative	Weak	Negative_Weak
ASV37_unknown	ASV125_unknown	0.003	-0.3849	Negative	Weak	Negative_Weak
ASV39_unknown	ASV125_unknown	0.002	-0.3537	Negative	Weak	Negative_Weak
ASV41_unknown	ASV125_unknown	0.001	-0.4059	Negative	Strong	Negative_Strong
ASV43_unknown	ASV125_unknown	5e-04	0.6167	Positive	Strong	Positive_Strong
ASV49_ANPR	ASV125_unknown	0.003	-0.3487	Negative	Weak	Negative_Weak
ASV56_ANPR	ASV125_unknown	5e-04	0.5897	Positive	Strong	Positive_Strong
ASV58_ANPR	ASV125_unknown	5e-04	0.5678	Positive	Strong	Positive_Strong
ASV6_Mesorhizobium	ASV125_unknown	0.002	0.2923	Positive	Weak	Positive_Weak
ASV60_Mesorhizobium	ASV125_unknown	0.001	-0.4251	Negative	Strong	Negative_Strong
ASV68_Mesorhizobium	ASV125_unknown	0.002	-0.3679	Negative	Weak	Negative_Weak
ASV72_ANPR	ASV125_unknown	0.001	-0.3464	Negative	Weak	Negative_Weak
ASV74_ANPR	ASV125_unknown	0.001	-0.4354	Negative	Strong	Negative_Strong
ASV75_ANPR	ASV125_unknown	0.002	-0.352	Negative	Weak	Negative_Weak
ASV76_Mesorhizobium	ASV125_unknown	0.001	-0.3611	Negative	Weak	Negative_Weak
ASV78_ANPR	ASV125_unknown	0.002	-0.3397	Negative	Weak	Negative_Weak
ASV80_ANPR	ASV125_unknown	0.001	-0.3445	Negative	Weak	Negative_Weak
ASV82_ANPR	ASV125_unknown	0.003	-0.3349	Negative	Weak	Negative_Weak
ASV89_ANPR	ASV125_unknown	0.004	-0.3272	Negative	Weak	Negative_Weak
ASV9_ANPR	ASV125_unknown	0.003	-0.3836	Negative	Weak	Negative_Weak
ASV93_ANPR	ASV125_unknown	5e-04	0.5501	Positive	Strong	Positive_Strong
ASV95_ANPR	ASV125_unknown	0.003	-0.3287	Negative	Weak	Negative_Weak
ASV98_unknown	ASV125_unknown	5e-04	0.5916	Positive	Strong	Positive_Strong
ASV126_unknown	ASV1257_unknown	0.001	-0.4099	Negative	Strong	Negative_Strong
ASV139_ANPR	ASV1257_unknown	0.001	-0.4012	Negative	Strong	Negative_Strong
ASV1395_unknown	ASV1257_unknown	5e-04	0.4057	Positive	Strong	Positive_Strong
ASV142_unknown	ASV1257_unknown	0.001	0.4775	Positive	Strong	Positive_Strong
ASV1430_unknown	ASV1257_unknown	0.0024	0.3812	Positive	Weak	Positive_Weak
ASV1431_unknown	ASV1257_unknown	5e-04	0.3941	Positive	Weak	Positive_Weak
ASV1464_unknown	ASV1257_unknown	0.003	0.3169	Positive	Weak	Positive_Weak
ASV15_Mesorhizobium	ASV1257_unknown	0.007	-0.2846	Negative	Weak	Negative_Weak
ASV157_unknown	ASV1257_unknown	0.003	-0.3096	Negative	Weak	Negative_Weak
ASV158_Mesorhizobium	ASV1257_unknown	0.001	0.4914	Positive	Strong	Positive_Strong
ASV160_Mesorhizobium	ASV1257_unknown	5e-04	0.4687	Positive	Strong	Positive_Strong
ASV162_ANPR	ASV1257_unknown	0.007	-0.2752	Negative	Weak	Negative_Weak
ASV17_ANPR	ASV1257_unknown	0.005	0.4911	Positive	Strong	Positive_Strong
ASV170_Mesorhizobium	ASV1257_unknown	0.005	0.4166	Positive	Strong	Positive_Strong
ASV176_unknown	ASV1257_unknown	0.002	-0.3277	Negative	Weak	Negative_Weak
ASV178_unknown	ASV1257_unknown	0.001	-0.3397	Negative	Weak	Negative_Weak
ASV18_ANPR	ASV1257_unknown	0.001	-0.4548	Negative	Strong	Negative_Strong
ASV185_unknown	ASV1257_unknown	0.003	0.4581	Positive	Strong	Positive_Strong
ASV202_unknown	ASV1257_unknown	0.001	-0.3688	Negative	Weak	Negative_Weak
ASV21_ANPR	ASV1257_unknown	0.001	-0.4609	Negative	Strong	Negative_Strong
ASV22_Mesorhizobium	ASV1257_unknown	0.004	0.4559	Positive	Strong	Positive_Strong
ASV247_Mesorhizobium	ASV1257_unknown	0.001	0.4254	Positive	Strong	Positive_Strong
ASV254_ANPR	ASV1257_unknown	0.001	0.4511	Positive	Strong	Positive_Strong
ASV26_Mesorhizobium	ASV1257_unknown	0.0024	0.4616	Positive	Strong	Positive_Strong
ASV261_ANPR	ASV1257_unknown	0.001	-0.3427	Negative	Weak	Negative_Weak
ASV27_unknown	ASV1257_unknown	0.001	-0.4684	Negative	Strong	Negative_Strong
ASV281_Mesorhizobium	ASV1257_unknown	0.001	0.4491	Positive	Strong	Positive_Strong
ASV292_Mesorhizobium	ASV1257_unknown	0.003	0.3611	Positive	Weak	Positive_Weak
ASV3_ANPR	ASV1257_unknown	0.001	-0.4496	Negative	Strong	Negative_Strong
ASV31_Mesorhizobium	ASV1257_unknown	0.001	-0.4624	Negative	Strong	Negative_Strong
ASV32_ANPR	ASV1257_unknown	0.002	0.4609	Positive	Strong	Positive_Strong
ASV33_ANPR	ASV1257_unknown	0.001	-0.43	Negative	Strong	Negative_Strong
ASV34_ANPR	ASV1257_unknown	0.001	-0.4722	Negative	Strong	Negative_Strong
ASV348_unknown	ASV1257_unknown	0.002	0.4273	Positive	Strong	Positive_Strong
ASV36_Mesorhizobium	ASV1257_unknown	0.003	0.4421	Positive	Strong	Positive_Strong
ASV37_unknown	ASV1257_unknown	0.001	-0.479	Negative	Strong	Negative_Strong
ASV39_unknown	ASV1257_unknown	0.001	-0.4446	Negative	Strong	Negative_Strong
ASV41_unknown	ASV1257_unknown	0.002	-0.4627	Negative	Strong	Negative_Strong
ASV47_Mesorhizobium	ASV1257_unknown	0.005	0.2571	Positive	Weak	Positive_Weak
ASV49_ANPR	ASV1257_unknown	0.001	-0.4313	Negative	Strong	Negative_Strong
ASV50_ANPR	ASV1257_unknown	0.001	0.4737	Positive	Strong	Positive_Strong
ASV51_Mesorhizobium	ASV1257_unknown	0.006	0.4588	Positive	Strong	Positive_Strong
